month,facility,indicator,value,target
2024-12,Community Services West,Medication Errors per 1000 Admissions,1.34,2.5
2024-12,Community Services West,Pressure Injuries per 1000 Bed Days,0.0,1.5
2024-12,Community Services West,Patient Experience Score (%),77.14,85.0
2024-12,Community Services West,HAI Rate per 1000 Bed Days,0.77,1.5
2024-12,Community Services West,Complaint Resolution within 20 Days (%),60.48,80.0
2024-12,Community Services West,Adverse Event Closure within 30 Days (%),62.66,75.0
2025-01,North Shore Hospital,Hand Hygiene Compliance (%),83.02,80.0
2025-01,North Shore Hospital,Falls per 1000 Bed Days,5.36,5.0
2025-01,North Shore Hospital,Medication Errors per 1000 Admissions,3.28,2.5
2025-01,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.37,1.5
2025-01,North Shore Hospital,Patient Experience Score (%),77.73,85.0
2025-01,North Shore Hospital,HAI Rate per 1000 Bed Days,2.49,1.5
2025-01,North Shore Hospital,Complaint Resolution within 20 Days (%),77.43,80.0
2025-01,North Shore Hospital,Adverse Event Closure within 30 Days (%),73.4,75.0
2025-01,Waitakere Hospital,Hand Hygiene Compliance (%),84.29,80.0
2025-01,Waitakere Hospital,Falls per 1000 Bed Days,5.62,5.0
2025-01,Waitakere Hospital,Medication Errors per 1000 Admissions,1.69,2.5
2025-01,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,2.27,1.5
2025-01,Waitakere Hospital,Patient Experience Score (%),81.01,85.0
2025-01,Waitakere Hospital,HAI Rate per 1000 Bed Days,1.74,1.5
2025-01,Waitakere Hospital,Complaint Resolution within 20 Days (%),64.04,80.0
2025-01,Waitakere Hospital,Adverse Event Closure within 30 Days (%),57.33,75.0
2025-01,Community Services North,Hand Hygiene Compliance (%),88.5,80.0
2025-01,Community Services North,Falls per 1000 Bed Days,3.67,5.0
2025-01,Community Services North,Medication Errors per 1000 Admissions,1.17,2.5
2025-01,Community Services North,Pressure Injuries per 1000 Bed Days,2.46,1.5
2025-01,Community Services North,Patient Experience Score (%),88.17,85.0
2025-01,Community Services North,HAI Rate per 1000 Bed Days,3.27,1.5
2025-01,Community Services North,Complaint Resolution within 20 Days (%),65.18,80.0
2025-01,Community Services North,Adverse Event Closure within 30 Days (%),58.34,75.0
2025-01,Community Services West,Hand Hygiene Compliance (%),91.16,80.0
2025-01,Community Services West,Falls per 1000 Bed Days,2.94,5.0
2025-01,Community Services West,Medication Errors per 1000 Admissions,0.57,2.5
2025-01,Community Services West,Pressure Injuries per 1000 Bed Days,2.8,1.5
2025-01,Community Services West,Patient Experience Score (%),86.68,85.0
2025-01,Community Services West,HAI Rate per 1000 Bed Days,3.22,1.5
2025-01,Community Services West,Complaint Resolution within 20 Days (%),67.19,80.0
2025-01,Community Services West,Adverse Event Closure within 30 Days (%),75.34,75.0
2025-02,North Shore Hospital,Hand Hygiene Compliance (%),85.52,80.0
2025-02,North Shore Hospital,Falls per 1000 Bed Days,5.7,5.0
2025-02,North Shore Hospital,Medication Errors per 1000 Admissions,3.68,2.5
2025-02,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.32,1.5
2025-02,North Shore Hospital,Patient Experience Score (%),80.91,85.0
2025-02,North Shore Hospital,HAI Rate per 1000 Bed Days,1.66,1.5
2025-02,North Shore Hospital,Complaint Resolution within 20 Days (%),69.79,80.0
2025-02,North Shore Hospital,Adverse Event Closure within 30 Days (%),62.82,75.0
2025-02,Waitakere Hospital,Hand Hygiene Compliance (%),91.25,80.0
2025-02,Waitakere Hospital,Falls per 1000 Bed Days,5.43,5.0
2025-02,Waitakere Hospital,Medication Errors per 1000 Admissions,3.28,2.5
2025-02,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,2.35,1.5
2025-02,Waitakere Hospital,Patient Experience Score (%),78.48,85.0
2025-02,Waitakere Hospital,HAI Rate per 1000 Bed Days,2.63,1.5
2025-02,Waitakere Hospital,Complaint Resolution within 20 Days (%),62.41,80.0
2025-02,Waitakere Hospital,Adverse Event Closure within 30 Days (%),60.4,75.0
2025-02,Community Services North,Hand Hygiene Compliance (%),82.89,80.0
2025-02,Community Services North,Falls per 1000 Bed Days,3.44,5.0
2025-02,Community Services North,Medication Errors per 1000 Admissions,1.26,2.5
2025-02,Community Services North,Pressure Injuries per 1000 Bed Days,2.27,1.5
2025-02,Community Services North,Patient Experience Score (%),75.17,85.0
2025-02,Community Services North,HAI Rate per 1000 Bed Days,1.45,1.5
2025-02,Community Services North,Complaint Resolution within 20 Days (%),75.97,80.0
2025-02,Community Services North,Adverse Event Closure within 30 Days (%),65.94,75.0
2025-02,Community Services West,Hand Hygiene Compliance (%),87.52,80.0
2025-02,Community Services West,Falls per 1000 Bed Days,4.43,5.0
2025-02,Community Services West,Medication Errors per 1000 Admissions,1.31,2.5
2025-02,Community Services West,Pressure Injuries per 1000 Bed Days,3.04,1.5
2025-02,Community Services West,Patient Experience Score (%),75.74,85.0
2025-02,Community Services West,HAI Rate per 1000 Bed Days,0.0,1.5
2025-02,Community Services West,Complaint Resolution within 20 Days (%),74.62,80.0
2025-02,Community Services West,Adverse Event Closure within 30 Days (%),59.11,75.0
2025-03,North Shore Hospital,Hand Hygiene Compliance (%),90.66,80.0
2025-03,North Shore Hospital,Falls per 1000 Bed Days,4.97,5.0
2025-03,North Shore Hospital,Medication Errors per 1000 Admissions,2.51,2.5
2025-03,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.86,1.5
2025-03,North Shore Hospital,Patient Experience Score (%),75.07,85.0
2025-03,North Shore Hospital,HAI Rate per 1000 Bed Days,2.12,1.5
2025-03,North Shore Hospital,Complaint Resolution within 20 Days (%),68.22,80.0
2025-03,North Shore Hospital,Adverse Event Closure within 30 Days (%),59.91,75.0
2025-03,Waitakere Hospital,Hand Hygiene Compliance (%),83.65,80.0
2025-03,Waitakere Hospital,Falls per 1000 Bed Days,6.15,5.0
2025-03,Waitakere Hospital,Medication Errors per 1000 Admissions,1.99,2.5
2025-03,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,1.2,1.5
2025-03,Waitakere Hospital,Patient Experience Score (%),78.75,85.0
2025-03,Waitakere Hospital,HAI Rate per 1000 Bed Days,1.51,1.5
2025-03,Waitakere Hospital,Complaint Resolution within 20 Days (%),69.08,80.0
2025-03,Waitakere Hospital,Adverse Event Closure within 30 Days (%),58.92,75.0
2025-03,Community Services North,Hand Hygiene Compliance (%),86.39,80.0
2025-03,Community Services North,Falls per 1000 Bed Days,5.99,5.0
2025-03,Community Services North,Medication Errors per 1000 Admissions,1.32,2.5
2025-03,Community Services North,Pressure Injuries per 1000 Bed Days,2.27,1.5
2025-03,Community Services North,Patient Experience Score (%),82.63,85.0
2025-03,Community Services North,HAI Rate per 1000 Bed Days,0.49,1.5
2025-03,Community Services North,Complaint Resolution within 20 Days (%),71.58,80.0
2025-03,Community Services North,Adverse Event Closure within 30 Days (%),65.47,75.0
2025-03,Community Services West,Hand Hygiene Compliance (%),85.44,80.0
2025-03,Community Services West,Falls per 1000 Bed Days,3.82,5.0
2025-03,Community Services West,Medication Errors per 1000 Admissions,1.7,2.5
2025-03,Community Services West,Pressure Injuries per 1000 Bed Days,3.52,1.5
2025-03,Community Services West,Patient Experience Score (%),76.57,85.0
2025-03,Community Services West,HAI Rate per 1000 Bed Days,0.72,1.5
2025-03,Community Services West,Complaint Resolution within 20 Days (%),66.67,80.0
2025-03,Community Services West,Adverse Event Closure within 30 Days (%),61.96,75.0
2025-04,North Shore Hospital,Hand Hygiene Compliance (%),83.17,80.0
2025-04,North Shore Hospital,Falls per 1000 Bed Days,4.81,5.0
2025-04,North Shore Hospital,Medication Errors per 1000 Admissions,2.96,2.5
2025-04,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.38,1.5
2025-04,North Shore Hospital,Patient Experience Score (%),75.07,85.0
2025-04,North Shore Hospital,HAI Rate per 1000 Bed Days,2.31,1.5
2025-04,North Shore Hospital,Complaint Resolution within 20 Days (%),76.36,80.0
2025-04,North Shore Hospital,Adverse Event Closure within 30 Days (%),65.32,75.0
2025-04,Waitakere Hospital,Hand Hygiene Compliance (%),87.37,80.0
2025-04,Waitakere Hospital,Falls per 1000 Bed Days,4.85,5.0
2025-04,Waitakere Hospital,Medication Errors per 1000 Admissions,3.77,2.5
2025-04,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,0.5,1.5
2025-04,Waitakere Hospital,Patient Experience Score (%),82.63,85.0
2025-04,Waitakere Hospital,HAI Rate per 1000 Bed Days,0.8,1.5
2025-04,Waitakere Hospital,Complaint Resolution within 20 Days (%),75.21,80.0
2025-04,Waitakere Hospital,Adverse Event Closure within 30 Days (%),74.68,75.0
2025-04,Community Services North,Hand Hygiene Compliance (%),83.69,80.0
2025-04,Community Services North,Falls per 1000 Bed Days,3.68,5.0
2025-04,Community Services North,Medication Errors per 1000 Admissions,2.22,2.5
2025-04,Community Services North,Pressure Injuries per 1000 Bed Days,2.79,1.5
2025-04,Community Services North,Patient Experience Score (%),78.26,85.0
2025-04,Community Services North,HAI Rate per 1000 Bed Days,0.33,1.5
2025-04,Community Services North,Complaint Resolution within 20 Days (%),72.59,80.0
2025-04,Community Services North,Adverse Event Closure within 30 Days (%),67.41,75.0
2025-04,Community Services West,Hand Hygiene Compliance (%),86.01,80.0
2025-04,Community Services West,Falls per 1000 Bed Days,6.44,5.0
2025-04,Community Services West,Medication Errors per 1000 Admissions,4.45,2.5
2025-04,Community Services West,Pressure Injuries per 1000 Bed Days,0.2,1.5
2025-04,Community Services West,Patient Experience Score (%),80.62,85.0
2025-04,Community Services West,HAI Rate per 1000 Bed Days,0.14,1.5
2025-04,Community Services West,Complaint Resolution within 20 Days (%),64.23,80.0
2025-04,Community Services West,Adverse Event Closure within 30 Days (%),67.25,75.0
2025-05,North Shore Hospital,Hand Hygiene Compliance (%),80.19,80.0
2025-05,North Shore Hospital,Falls per 1000 Bed Days,5.03,5.0
2025-05,North Shore Hospital,Medication Errors per 1000 Admissions,3.18,2.5
2025-05,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.87,1.5
2025-05,North Shore Hospital,Patient Experience Score (%),83.09,85.0
2025-05,North Shore Hospital,HAI Rate per 1000 Bed Days,1.82,1.5
2025-05,North Shore Hospital,Complaint Resolution within 20 Days (%),71.0,80.0
2025-05,North Shore Hospital,Adverse Event Closure within 30 Days (%),70.06,75.0
2025-05,Waitakere Hospital,Hand Hygiene Compliance (%),91.8,80.0
2025-05,Waitakere Hospital,Falls per 1000 Bed Days,6.37,5.0
2025-05,Waitakere Hospital,Medication Errors per 1000 Admissions,3.31,2.5
2025-05,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,0.68,1.5
2025-05,Waitakere Hospital,Patient Experience Score (%),81.11,85.0
2025-05,Waitakere Hospital,HAI Rate per 1000 Bed Days,2.21,1.5
2025-05,Waitakere Hospital,Complaint Resolution within 20 Days (%),74.5,80.0
2025-05,Waitakere Hospital,Adverse Event Closure within 30 Days (%),65.0,75.0
2025-05,Community Services North,Hand Hygiene Compliance (%),84.87,80.0
2025-05,Community Services North,Falls per 1000 Bed Days,2.68,5.0
2025-05,Community Services North,Medication Errors per 1000 Admissions,4.05,2.5
2025-05,Community Services North,Pressure Injuries per 1000 Bed Days,2.24,1.5
2025-05,Community Services North,Patient Experience Score (%),78.12,85.0
2025-05,Community Services North,HAI Rate per 1000 Bed Days,2.68,1.5
2025-05,Community Services North,Complaint Resolution within 20 Days (%),68.61,80.0
2025-05,Community Services North,Adverse Event Closure within 30 Days (%),72.87,75.0
2025-05,Community Services West,Hand Hygiene Compliance (%),83.49,80.0
2025-05,Community Services West,Falls per 1000 Bed Days,6.12,5.0
2025-05,Community Services West,Medication Errors per 1000 Admissions,3.06,2.5
2025-05,Community Services West,Pressure Injuries per 1000 Bed Days,0.1,1.5
2025-05,Community Services West,Patient Experience Score (%),85.07,85.0
2025-05,Community Services West,HAI Rate per 1000 Bed Days,3.54,1.5
2025-05,Community Services West,Complaint Resolution within 20 Days (%),64.57,80.0
2025-05,Community Services West,Adverse Event Closure within 30 Days (%),58.52,75.0
2025-06,North Shore Hospital,Hand Hygiene Compliance (%),85.99,80.0
2025-06,North Shore Hospital,Falls per 1000 Bed Days,5.56,5.0
2025-06,North Shore Hospital,Medication Errors per 1000 Admissions,2.14,2.5
2025-06,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.79,1.5
2025-06,North Shore Hospital,Patient Experience Score (%),84.31,85.0
2025-06,North Shore Hospital,HAI Rate per 1000 Bed Days,2.25,1.5
2025-06,North Shore Hospital,Complaint Resolution within 20 Days (%),69.33,80.0
2025-06,North Shore Hospital,Adverse Event Closure within 30 Days (%),64.13,75.0
2025-06,Waitakere Hospital,Hand Hygiene Compliance (%),90.85,80.0
2025-06,Waitakere Hospital,Falls per 1000 Bed Days,6.22,5.0
2025-06,Waitakere Hospital,Medication Errors per 1000 Admissions,1.64,2.5
2025-06,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,0.87,1.5
2025-06,Waitakere Hospital,Patient Experience Score (%),79.37,85.0
2025-06,Waitakere Hospital,HAI Rate per 1000 Bed Days,2.48,1.5
2025-06,Waitakere Hospital,Complaint Resolution within 20 Days (%),79.43,80.0
2025-06,Waitakere Hospital,Adverse Event Closure within 30 Days (%),61.69,75.0
2025-06,Community Services North,Hand Hygiene Compliance (%),86.05,80.0
2025-06,Community Services North,Falls per 1000 Bed Days,5.17,5.0
2025-06,Community Services North,Medication Errors per 1000 Admissions,1.48,2.5
2025-06,Community Services North,Pressure Injuries per 1000 Bed Days,3.12,1.5
2025-06,Community Services North,Patient Experience Score (%),87.55,85.0
2025-06,Community Services North,HAI Rate per 1000 Bed Days,0.96,1.5
2025-06,Community Services North,Complaint Resolution within 20 Days (%),70.18,80.0
2025-06,Community Services North,Adverse Event Closure within 30 Days (%),63.71,75.0
2025-06,Community Services West,Hand Hygiene Compliance (%),87.9,80.0
2025-06,Community Services West,Falls per 1000 Bed Days,5.53,5.0
2025-06,Community Services West,Medication Errors per 1000 Admissions,0.74,2.5
2025-06,Community Services West,Pressure Injuries per 1000 Bed Days,2.83,1.5
2025-06,Community Services West,Patient Experience Score (%),74.22,85.0
2025-06,Community Services West,HAI Rate per 1000 Bed Days,0.0,1.5
2025-06,Community Services West,Complaint Resolution within 20 Days (%),69.94,80.0
2025-06,Community Services West,Adverse Event Closure within 30 Days (%),64.17,75.0
2025-07,North Shore Hospital,Hand Hygiene Compliance (%),85.95,80.0
2025-07,North Shore Hospital,Falls per 1000 Bed Days,4.54,5.0
2025-07,North Shore Hospital,Medication Errors per 1000 Admissions,3.03,2.5
2025-07,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.35,1.5
2025-07,North Shore Hospital,Patient Experience Score (%),84.44,85.0
2025-07,North Shore Hospital,HAI Rate per 1000 Bed Days,2.15,1.5
2025-07,North Shore Hospital,Complaint Resolution within 20 Days (%),74.63,80.0
2025-07,North Shore Hospital,Adverse Event Closure within 30 Days (%),65.14,75.0
2025-07,Waitakere Hospital,Hand Hygiene Compliance (%),89.36,80.0
2025-07,Waitakere Hospital,Falls per 1000 Bed Days,5.44,5.0
2025-07,Waitakere Hospital,Medication Errors per 1000 Admissions,3.88,2.5
2025-07,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,1.87,1.5
2025-07,Waitakere Hospital,Patient Experience Score (%),80.61,85.0
2025-07,Waitakere Hospital,HAI Rate per 1000 Bed Days,0.76,1.5
2025-07,Waitakere Hospital,Complaint Resolution within 20 Days (%),65.24,80.0
2025-07,Waitakere Hospital,Adverse Event Closure within 30 Days (%),63.97,75.0
2025-07,Community Services North,Hand Hygiene Compliance (%),88.51,80.0
2025-07,Community Services North,Falls per 1000 Bed Days,6.22,5.0
2025-07,Community Services North,Medication Errors per 1000 Admissions,1.1,2.5
2025-07,Community Services North,Pressure Injuries per 1000 Bed Days,0.53,1.5
2025-07,Community Services North,Patient Experience Score (%),83.38,85.0
2025-07,Community Services North,HAI Rate per 1000 Bed Days,1.96,1.5
2025-07,Community Services North,Complaint Resolution within 20 Days (%),65.61,80.0
2025-07,Community Services North,Adverse Event Closure within 30 Days (%),72.17,75.0
2025-07,Community Services West,Hand Hygiene Compliance (%),88.1,80.0
2025-07,Community Services West,Falls per 1000 Bed Days,3.9,5.0
2025-07,Community Services West,Medication Errors per 1000 Admissions,3.84,2.5
2025-07,Community Services West,Pressure Injuries per 1000 Bed Days,0.12,1.5
2025-07,Community Services West,Patient Experience Score (%),86.34,85.0
2025-07,Community Services West,HAI Rate per 1000 Bed Days,0.0,1.5
2025-07,Community Services West,Complaint Resolution within 20 Days (%),70.75,80.0
2025-07,Community Services West,Adverse Event Closure within 30 Days (%),60.35,75.0
2025-08,North Shore Hospital,Hand Hygiene Compliance (%),89.05,80.0
2025-08,North Shore Hospital,Falls per 1000 Bed Days,5.37,5.0
2025-08,North Shore Hospital,Medication Errors per 1000 Admissions,1.67,2.5
2025-08,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.94,1.5
2025-08,North Shore Hospital,Patient Experience Score (%),84.1,85.0
2025-08,North Shore Hospital,HAI Rate per 1000 Bed Days,2.37,1.5
2025-08,North Shore Hospital,Complaint Resolution within 20 Days (%),71.67,80.0
2025-08,North Shore Hospital,Adverse Event Closure within 30 Days (%),66.09,75.0
2025-08,Waitakere Hospital,Hand Hygiene Compliance (%),84.19,80.0
2025-08,Waitakere Hospital,Falls per 1000 Bed Days,4.57,5.0
2025-08,Waitakere Hospital,Medication Errors per 1000 Admissions,1.95,2.5
2025-08,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,1.33,1.5
2025-08,Waitakere Hospital,Patient Experience Score (%),84.33,85.0
2025-08,Waitakere Hospital,HAI Rate per 1000 Bed Days,1.8,1.5
2025-08,Waitakere Hospital,Complaint Resolution within 20 Days (%),71.55,80.0
2025-08,Waitakere Hospital,Adverse Event Closure within 30 Days (%),68.63,75.0
2025-08,Community Services North,Hand Hygiene Compliance (%),88.56,80.0
2025-08,Community Services North,Falls per 1000 Bed Days,4.18,5.0
2025-08,Community Services North,Medication Errors per 1000 Admissions,1.36,2.5
2025-08,Community Services North,Pressure Injuries per 1000 Bed Days,2.24,1.5
2025-08,Community Services North,Patient Experience Score (%),85.33,85.0
2025-08,Community Services North,HAI Rate per 1000 Bed Days,0.63,1.5
2025-08,Community Services North,Complaint Resolution within 20 Days (%),69.18,80.0
2025-08,Community Services North,Adverse Event Closure within 30 Days (%),63.86,75.0
2025-08,Community Services West,Hand Hygiene Compliance (%),86.31,80.0
2025-08,Community Services West,Falls per 1000 Bed Days,3.3,5.0
2025-08,Community Services West,Medication Errors per 1000 Admissions,1.11,2.5
2025-08,Community Services West,Pressure Injuries per 1000 Bed Days,0.0,1.5
2025-08,Community Services West,Patient Experience Score (%),83.54,85.0
2025-08,Community Services West,HAI Rate per 1000 Bed Days,0.03,1.5
2025-08,Community Services West,Complaint Resolution within 20 Days (%),67.89,80.0
2025-08,Community Services West,Adverse Event Closure within 30 Days (%),64.48,75.0
2025-09,North Shore Hospital,Hand Hygiene Compliance (%),86.26,80.0
2025-09,North Shore Hospital,Falls per 1000 Bed Days,4.64,5.0
2025-09,North Shore Hospital,Medication Errors per 1000 Admissions,2.38,2.5
2025-09,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.93,1.5
2025-09,North Shore Hospital,Patient Experience Score (%),81.54,85.0
2025-09,North Shore Hospital,HAI Rate per 1000 Bed Days,2.24,1.5
2025-09,North Shore Hospital,Complaint Resolution within 20 Days (%),63.7,80.0
2025-09,North Shore Hospital,Adverse Event Closure within 30 Days (%),63.89,75.0
2025-09,Waitakere Hospital,Hand Hygiene Compliance (%),86.17,80.0
2025-09,Waitakere Hospital,Falls per 1000 Bed Days,3.72,5.0
2025-09,Waitakere Hospital,Medication Errors per 1000 Admissions,3.23,2.5
2025-09,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,0.76,1.5
2025-09,Waitakere Hospital,Patient Experience Score (%),82.9,85.0
2025-09,Waitakere Hospital,HAI Rate per 1000 Bed Days,2.62,1.5
2025-09,Waitakere Hospital,Complaint Resolution within 20 Days (%),71.14,80.0
2025-09,Waitakere Hospital,Adverse Event Closure within 30 Days (%),77.89,75.0
2025-09,Community Services North,Hand Hygiene Compliance (%),86.84,80.0
2025-09,Community Services North,Falls per 1000 Bed Days,4.98,5.0
2025-09,Community Services North,Medication Errors per 1000 Admissions,3.59,2.5
2025-09,Community Services North,Pressure Injuries per 1000 Bed Days,0.25,1.5
2025-09,Community Services North,Patient Experience Score (%),83.69,85.0
2025-09,Community Services North,HAI Rate per 1000 Bed Days,0.86,1.5
2025-09,Community Services North,Complaint Resolution within 20 Days (%),72.87,80.0
2025-09,Community Services North,Adverse Event Closure within 30 Days (%),64.21,75.0
2025-09,Community Services West,Hand Hygiene Compliance (%),80.63,80.0
2025-09,Community Services West,Falls per 1000 Bed Days,1.67,5.0
2025-09,Community Services West,Medication Errors per 1000 Admissions,4.62,2.5
2025-09,Community Services West,Pressure Injuries per 1000 Bed Days,0.0,1.5
2025-09,Community Services West,Patient Experience Score (%),79.47,85.0
2025-09,Community Services West,HAI Rate per 1000 Bed Days,3.74,1.5
2025-09,Community Services West,Complaint Resolution within 20 Days (%),71.48,80.0
2025-09,Community Services West,Adverse Event Closure within 30 Days (%),66.34,75.0
2025-10,North Shore Hospital,Hand Hygiene Compliance (%),82.83,80.0
2025-10,North Shore Hospital,Falls per 1000 Bed Days,2.99,5.0
2025-10,North Shore Hospital,Medication Errors per 1000 Admissions,2.58,2.5
2025-10,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.31,1.5
2025-10,North Shore Hospital,Patient Experience Score (%),83.16,85.0
2025-10,North Shore Hospital,HAI Rate per 1000 Bed Days,2.33,1.5
2025-10,North Shore Hospital,Complaint Resolution within 20 Days (%),68.18,80.0
2025-10,North Shore Hospital,Adverse Event Closure within 30 Days (%),72.05,75.0
2025-10,Waitakere Hospital,Hand Hygiene Compliance (%),87.88,80.0
2025-10,Waitakere Hospital,Falls per 1000 Bed Days,4.14,5.0
2025-10,Waitakere Hospital,Medication Errors per 1000 Admissions,1.97,2.5
2025-10,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,1.3,1.5
2025-10,Waitakere Hospital,Patient Experience Score (%),84.96,85.0
2025-10,Waitakere Hospital,HAI Rate per 1000 Bed Days,2.06,1.5
2025-10,Waitakere Hospital,Complaint Resolution within 20 Days (%),79.19,80.0
2025-10,Waitakere Hospital,Adverse Event Closure within 30 Days (%),61.19,75.0
2025-10,Community Services North,Hand Hygiene Compliance (%),85.02,80.0
2025-10,Community Services North,Falls per 1000 Bed Days,2.82,5.0
2025-10,Community Services North,Medication Errors per 1000 Admissions,1.68,2.5
2025-10,Community Services North,Pressure Injuries per 1000 Bed Days,0.79,1.5
2025-10,Community Services North,Patient Experience Score (%),77.72,85.0
2025-10,Community Services North,HAI Rate per 1000 Bed Days,2.97,1.5
2025-10,Community Services North,Complaint Resolution within 20 Days (%),70.29,80.0
2025-10,Community Services North,Adverse Event Closure within 30 Days (%),66.93,75.0
2025-10,Community Services West,Hand Hygiene Compliance (%),84.57,80.0
2025-10,Community Services West,Falls per 1000 Bed Days,6.37,5.0
2025-10,Community Services West,Medication Errors per 1000 Admissions,1.39,2.5
2025-10,Community Services West,Pressure Injuries per 1000 Bed Days,2.96,1.5
2025-10,Community Services West,Patient Experience Score (%),84.0,85.0
2025-10,Community Services West,HAI Rate per 1000 Bed Days,3.37,1.5
2025-10,Community Services West,Complaint Resolution within 20 Days (%),72.5,80.0
2025-10,Community Services West,Adverse Event Closure within 30 Days (%),58.1,75.0
2025-11,North Shore Hospital,Hand Hygiene Compliance (%),84.78,80.0
2025-11,North Shore Hospital,Falls per 1000 Bed Days,4.12,5.0
2025-11,North Shore Hospital,Medication Errors per 1000 Admissions,2.37,2.5
2025-11,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.23,1.5
2025-11,North Shore Hospital,Patient Experience Score (%),82.95,85.0
2025-11,North Shore Hospital,HAI Rate per 1000 Bed Days,1.8,1.5
2025-11,North Shore Hospital,Complaint Resolution within 20 Days (%),66.99,80.0
2025-11,North Shore Hospital,Adverse Event Closure within 30 Days (%),68.04,75.0
2025-11,Waitakere Hospital,Hand Hygiene Compliance (%),85.8,80.0
2025-11,Waitakere Hospital,Falls per 1000 Bed Days,4.49,5.0
2025-11,Waitakere Hospital,Medication Errors per 1000 Admissions,1.87,2.5
2025-11,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,0.65,1.5
2025-11,Waitakere Hospital,Patient Experience Score (%),86.67,85.0
2025-11,Waitakere Hospital,HAI Rate per 1000 Bed Days,0.88,1.5
2025-11,Waitakere Hospital,Complaint Resolution within 20 Days (%),75.17,80.0
2025-11,Waitakere Hospital,Adverse Event Closure within 30 Days (%),69.76,75.0
2025-11,Community Services North,Hand Hygiene Compliance (%),89.85,80.0
2025-11,Community Services North,Falls per 1000 Bed Days,4.92,5.0
2025-11,Community Services North,Medication Errors per 1000 Admissions,1.49,2.5
2025-11,Community Services North,Pressure Injuries per 1000 Bed Days,0.38,1.5
2025-11,Community Services North,Patient Experience Score (%),81.59,85.0
2025-11,Community Services North,HAI Rate per 1000 Bed Days,1.1,1.5
2025-11,Community Services North,Complaint Resolution within 20 Days (%),78.16,80.0
2025-11,Community Services North,Adverse Event Closure within 30 Days (%),61.64,75.0
2025-11,Community Services West,Hand Hygiene Compliance (%),94.4,80.0
2025-11,Community Services West,Falls per 1000 Bed Days,3.39,5.0
2025-11,Community Services West,Medication Errors per 1000 Admissions,3.72,2.5
2025-11,Community Services West,Pressure Injuries per 1000 Bed Days,3.01,1.5
2025-11,Community Services West,Patient Experience Score (%),85.67,85.0
2025-11,Community Services West,HAI Rate per 1000 Bed Days,0.47,1.5
2025-11,Community Services West,Complaint Resolution within 20 Days (%),75.62,80.0
2025-11,Community Services West,Adverse Event Closure within 30 Days (%),61.59,75.0
2025-12,North Shore Hospital,Hand Hygiene Compliance (%),89.71,80.0
2025-12,North Shore Hospital,Falls per 1000 Bed Days,4.69,5.0
2025-12,North Shore Hospital,Medication Errors per 1000 Admissions,1.33,2.5
2025-12,North Shore Hospital,Pressure Injuries per 1000 Bed Days,1.61,1.5
2025-12,North Shore Hospital,Patient Experience Score (%),83.34,85.0
2025-12,North Shore Hospital,HAI Rate per 1000 Bed Days,1.22,1.5
2025-12,North Shore Hospital,Complaint Resolution within 20 Days (%),65.92,80.0
2025-12,North Shore Hospital,Adverse Event Closure within 30 Days (%),66.78,75.0
2025-12,Waitakere Hospital,Hand Hygiene Compliance (%),92.05,80.0
2025-12,Waitakere Hospital,Falls per 1000 Bed Days,6.17,5.0
2025-12,Waitakere Hospital,Medication Errors per 1000 Admissions,3.85,2.5
2025-12,Waitakere Hospital,Pressure Injuries per 1000 Bed Days,1.15,1.5
2025-12,Waitakere Hospital,Patient Experience Score (%),86.86,85.0
2025-12,Waitakere Hospital,HAI Rate per 1000 Bed Days,2.24,1.5
2025-12,Waitakere Hospital,Complaint Resolution within 20 Days (%),72.5,80.0
2025-12,Waitakere Hospital,Adverse Event Closure within 30 Days (%),61.56,75.0
2025-12,Community Services North,Hand Hygiene Compliance (%),88.38,80.0
2025-12,Community Services North,Falls per 1000 Bed Days,6.08,5.0
2025-12,Community Services North,Medication Errors per 1000 Admissions,3.69,2.5
2025-12,Community Services North,Pressure Injuries per 1000 Bed Days,2.45,1.5
2025-12,Community Services North,Patient Experience Score (%),85.89,85.0
2025-12,Community Services North,HAI Rate per 1000 Bed Days,0.52,1.5
2025-12,Community Services North,Complaint Resolution within 20 Days (%),69.85,80.0
